Codice,NumeroDiPiani,Proprieta,AnnoDiCostruzione,Costruzione,PercentualeUtilizzo,Uso,Posizione,CateneCordoli,Regione,Latitudine,Longitudine,Agibilita,Provincia,Comune
CASO_0027_228+,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1921504370554,10.1896511944068,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0027_503+,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1907924555614,10.1903746439522,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0027_00262,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1910598813028,10.1906302810585,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00080,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2027190208887,10.1510666050347,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00595,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1931903365243,10.1496298257296,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00750,2 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1905724281023,10.1503297043888,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00558,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1820519446391,10.1560441456564,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00564,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1818731858004,10.1559155448756,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00563,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1818744511416,10.1557904613827,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00555,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1821406911684,10.156170988364,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00569,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1818731858004,10.1559155448756,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0027_00447,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1919873371452,10.1880212295282,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00209,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.228959534176,10.2080465725633,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0012_86+,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2283175484059,10.209160302226,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0018_461+,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2245278639523,10.2099591267704,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00012,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1911099819967,10.1505904139567,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_117+,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.189943602036,10.1501923504136,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00505,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1829596572342,10.1553112179008,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00192,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2019189928118,10.1500498253007,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00175,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2016590277172,10.1490435681825,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00127,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2020127825473,10.1496761969874,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00209,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Non_utilizzato,Deposito,DiAngolo,Senza catene e cordoli,Toscana,44.228959534176,10.2080465725633,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_00523,4 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Meno_del_30,Deposito,DiAngolo,Senza catene e cordoli,Toscana,44.1991414762218,10.1752750456403,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_00503,4 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Non_utilizzato,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1994076483709,10.1756557717631,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00175,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Deposito,1_Isolato,Con catene e cordoli,Toscana,44.2016590277172,10.1490435681825,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00088,2 Piani,pubblico,Dal_1972_al_1981,Strutture_in_muratura,Tra_30_e_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2026189200049,10.1520658733179,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00159,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Non_utilizzato,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2016628020851,10.1486681912065,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00805,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Meno_del_30,Abitativo,DiAngolo,Senza catene e cordoli,Toscana,44.2018403101188,10.1489219405678,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00136,2 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2018390518513,10.1490470665992,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00508,2 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1828709097677,10.1551843746816,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0027_00427,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Non_utilizzato,Abitativo,DiAngolo,Senza catene e cordoli,Toscana,44.1905276350548,10.1898688086469,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_960+,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2017337693779,10.1770786742762,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_961+,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2018237805489,10.1770804661701,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_00121,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2021786678963,10.1775881358098,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_00505,3 Piani,privato,Post_2001,Strutture_in_muratura,Tra_30_e_65,Deposito,2_Interno,Con catene e cordoli,Toscana,44.1991504818756,10.174399211355,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_00532,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Non_utilizzato,Deposito,DiAngolo,Senza catene e cordoli,Toscana,44.1989691731715,10.1745207549012,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_108+,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.230198474211,10.2100752790326,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0018_606+,3 Piani,pubblico,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2250811715793,10.2087184622238,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00212,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2288655530596,10.2084202736095,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00216,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2288682007893,10.2081699123994,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00433,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Non_utilizzato,Deposito,DiAngolo,Senza catene e cordoli,Toscana,44.2302845056799,10.2104526735634,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00395,4 Piani,privato,Ante_1919,Strutture_in_muratura,Tra_30_e_65,Deposito,1_Isolato,Senza catene e cordoli,Toscana,44.2288708479703,10.207919551155,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0018_00141,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.223900446622,10.2096958830552,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0018_12+,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2260527254828,10.2104911643106,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0018_00137,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Non_utilizzato,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2239917815918,10.2095725558235,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00138,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1763902392039,10.1814532487541,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00523,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1746735542003,10.1820444436151,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00139,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1762989344632,10.1815765223608,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_01008,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1747635656383,10.1820462413727,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00140,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1762089230343,10.1815747252214,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00620,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.173757904139,10.1835272483198,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00141,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1761189116038,10.1815729280905,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00618,2 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1738479155433,10.1835290482754,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00146,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.175846290315,10.1818176759494,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00557,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1746670832272,10.1826697790279,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00633,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1734852787584,10.1837719775482,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00146,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Meno_del_30,Deposito,2_Interno,Senza catene e cordoli,Toscana,44.175846290315,10.1818176759494,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00505,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Non_utilizzato,Deposito,DiEstremita,Senza catene e cordoli,Toscana,44.1748484005378,10.182548309007,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_01001,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Non_utilizzato,Abitativo,DiAngolo,Senza catene e cordoli,Toscana,44.1735765858109,10.1836487131505,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00557,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Non_utilizzato,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1746670832272,10.1826697790279,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00545,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1821482828761,10.155420483958,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00803,2 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1828822859062,10.1540586036748,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00581,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1818681230662,10.156415878765,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00547,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.182233234444,10.1559225787398,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00806,3 Piani,privato,Dal_1972_al_1981,Con_pareti_in_cemento_armato,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.182413258757,10.1559260957211,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00562,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1818757163459,10.1556653778817,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00554,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Deposito,1_Isolato,Con catene e cordoli,Toscana,44.1821419567953,10.1560459043168,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00697,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Deposito,1_Isolato,Con catene e cordoli,Toscana,44.1825083315652,10.1554275148767,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00519,2 Piani,privato,Post_2001,Strutture_in_muratura,Tra_30_e_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.18268962073,10.1553059451473,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_339+,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2236938708765,10.1777664861882,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_276+,2 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2007565294685,10.1758077389267,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_95+,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2243174931359,10.1784049083016,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_514+,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1992340612291,10.1750265959201,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_763+,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2007500896464,10.1764333515648,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_99+,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2242287732977,10.1782779408438,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_132+,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2018147539098,10.177956339216,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_99+,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2242287732977,10.1782779408438,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_95+,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2243174931359,10.1784049083016,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_00095,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2243174931359,10.1784049083016,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_95+,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2243174931359,10.1784049083016,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_417+,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2000454493663,10.1749175726636,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_805+,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2018403101188,10.1489219405678,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_79+,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.224858848702,10.1782905069101,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_160+,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2229686222712,10.1782528099412,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_00366,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Strategico,DiEstremita,Senza catene e cordoli,Toscana,44.2245013871039,10.1780329808017,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_A,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2243162020605,10.1785300806238,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_496+,2 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1747648594263,10.1819211740748,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_01030,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1746774351415,10.1816692422668,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00593,2 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2135181280501,10.1867014807211,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00225,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2141456026977,10.1869644327106,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00591,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2137868601336,10.1868320522509,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00524,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2188898999871,10.1982013292989,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00523,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1746735542003,10.1820444436151,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0010_00357,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2237567552055,10.1803968743681,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00520,4 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1746774351415,10.1816692422668,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00549,4 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.213007923677,10.1838122325273,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00496,4 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Non_utilizzato,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1747648594263,10.1819211740748,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00448,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Tra_30_e_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2187998897749,10.1981995041618,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00169,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiAngolo,Senza catene e cordoli,Toscana,44.2187998897749,10.1981995041618,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00371,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2110263896146,10.1838977157803,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00243,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2137642637978,10.1803224621333,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_125+,2 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2300131504767,10.2105723229212,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00451,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2301931697263,10.2105760123446,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00131,4 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Non_utilizzato,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2300158029768,10.2103219570453,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00709,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2142615890311,10.1844632271139,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00393,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2293103044331,10.2089302065957,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00189,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2291302850462,10.2089265223023,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00415,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2290415998407,10.2087994992207,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00187,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2292202947404,10.2089283644447,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00186,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2292176453319,10.2091787270773,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00535,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1825070666071,10.1555525997258,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00621,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1926464865061,10.1499946480585,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00256,2 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2134994014787,10.1798164721069,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00389,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2107641349718,10.1831414469792,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_00005,3 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2044212054418,10.1783837370384,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00314,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2122289063993,10.1807924909558,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_00217,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2010149688921,10.1769392163849,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00215,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2022689609309,10.1510578434112,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_00409,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2000299999338,10.1764190250654,B,MASSA-CARRARA,Casola in Lunigiana
